timestamp,messageType,latencyMs,statusCode,roomId
1760129659978,TEXT,0,200,7
1760129659971,TEXT,7,200,15
1760129659973,TEXT,5,200,9
1760129659972,LEAVE,6,200,13
1760129659973,TEXT,6,200,15
1760129659978,TEXT,0,200,7
1760129659980,JOIN,0,200,9
1760129659980,TEXT,0,200,11
1760129659980,TEXT,0,200,13
1760129659980,TEXT,0,200,15
1760129659980,TEXT,0,200,11
1760129659981,TEXT,0,200,12
1760129659981,TEXT,0,200,12
1760129659981,TEXT,0,200,15
1760129659981,TEXT,1,200,15
1760129659982,TEXT,0,200,19
1760129659984,TEXT,0,200,5
1760129659984,TEXT,0,200,5
1760129659984,TEXT,0,200,5
1760129659985,TEXT,0,200,7
1760129659985,TEXT,0,200,8
1760129659986,TEXT,0,200,4
1760129659986,TEXT,0,200,11
1760129659986,TEXT,0,200,8
1760129659987,TEXT,0,200,7
1760129659987,TEXT,0,200,13
1760129659987,TEXT,0,200,11
1760129659987,TEXT,0,200,5
1760129659987,TEXT,0,200,5
1760129659987,TEXT,0,200,8
1760129659987,TEXT,1,200,20
1760129659987,TEXT,1,200,20
1760129659990,TEXT,0,200,19
1760129659990,TEXT,0,200,17
1760129659990,TEXT,0,200,5
1760129659990,TEXT,0,200,19
1760129659990,TEXT,0,200,5
1760129659990,TEXT,0,200,13
1760129659991,JOIN,0,200,8
1760129659991,TEXT,0,200,12
1760129659991,JOIN,0,200,8
1760129659991,TEXT,0,200,9
1760129659991,TEXT,0,200,8
1760129659991,TEXT,0,200,6
1760129659991,TEXT,0,200,6
1760129659991,TEXT,0,200,19
1760129659991,TEXT,0,200,8
1760129659992,TEXT,0,200,6
1760129659992,TEXT,0,200,11
1760129659992,TEXT,0,200,3
1760129659994,TEXT,0,200,20
1760129659994,TEXT,1,200,4
1760129659994,TEXT,1,200,11
1760129659994,TEXT,1,200,17
1760129659994,TEXT,1,200,6
1760129659994,TEXT,1,200,17
1760129659994,TEXT,0,200,19
1760129659994,TEXT,1,200,12
1760129659994,TEXT,1,200,8
1760129659994,TEXT,1,200,15
1760129659994,TEXT,1,200,5
1760129659994,TEXT,1,200,14
1760129659994,TEXT,1,200,14
1760129659994,TEXT,0,200,8
1760129659994,TEXT,1,200,9
1760129659994,TEXT,1,200,5
1760129659994,TEXT,1,200,13
1760129659994,TEXT,1,200,9
1760129659994,LEAVE,1,200,5
1760129659994,TEXT,1,200,13
1760129659994,TEXT,1,200,6
1760129659994,TEXT,1,200,9
1760129659994,TEXT,1,200,17
1760129659994,TEXT,1,200,3
1760129659994,TEXT,1,200,3
1760129659994,TEXT,1,200,3
1760129659996,TEXT,0,200,10
1760129659996,TEXT,0,200,8
1760129659997,TEXT,0,200,19
1760129659997,TEXT,0,200,1
1760129659997,JOIN,1,200,1
1760129659997,TEXT,1,200,8
1760129659997,TEXT,1,200,4
1760129659997,TEXT,1,200,12
1760129659997,TEXT,1,200,17
1760129659997,TEXT,1,200,12
1760129659997,TEXT,1,200,17
1760129659997,TEXT,1,200,11
1760129659997,TEXT,1,200,17
1760129659997,TEXT,1,200,13
1760129659997,TEXT,1,200,3
1760129659997,TEXT,1,200,7
1760129659997,TEXT,1,200,7
1760129659997,TEXT,1,200,10
1760129659997,TEXT,1,200,7
1760129659997,TEXT,1,200,3
1760129659997,TEXT,1,200,7
1760129659997,TEXT,1,200,3
1760129659997,TEXT,1,200,20
1760129659997,TEXT,1,200,1
1760129659997,TEXT,1,200,20
1760129659997,TEXT,1,200,1
1760129659997,TEXT,2,200,14
1760129659997,TEXT,2,200,17
1760129659997,TEXT,2,200,12
1760129659997,TEXT,1,200,13
1760129659997,LEAVE,1,200,12
1760129659997,TEXT,2,200,6
1760129659997,TEXT,1,200,11
1760129659997,TEXT,1,200,6
1760129659997,TEXT,2,200,19
1760129659997,TEXT,2,200,9
1760129659998,TEXT,2,200,9
1760129659998,TEXT,2,200,19
1760129659999,TEXT,0,200,19
1760129659998,TEXT,2,200,10
1760129659997,TEXT,2,200,15
1760129659998,TEXT,2,200,10
1760129659997,TEXT,2,200,14
1760129659997,TEXT,2,200,8
1760129659997,TEXT,2,200,14
1760129659998,TEXT,2,200,15
1760129659998,TEXT,2,200,15
1760129659999,TEXT,1,200,15
1760129659997,TEXT,2,200,5
1760129659997,TEXT,2,200,13
1760129659998,TEXT,2,200,11
1760129659997,TEXT,2,200,13
1760129659998,TEXT,2,200,13
